,State,County,CENSUS2010POP,All Ages in Poverty Percent LB 90%
1,Alabama,Autauga County,54571.0,11.5
2,Alabama,Baldwin County,182265.0,8.1
3,Alabama,Barbour County,27457.0,25.8
4,Alabama,Bibb County,22915.0,17.1
5,Alabama,Blount County,57322.0,10.6
6,Alabama,Bullock County,10914.0,34.9
7,Alabama,Butler County,20947.0,19.7
8,Alabama,Calhoun County,118572.0,16.9
9,Alabama,Chambers County,34215.0,14.5
10,Alabama,Cherokee County,25989.0,12.5
11,Alabama,Chilton County,43643.0,14.1
12,Alabama,Choctaw County,13859.0,17.0
13,Alabama,Clarke County,25833.0,18.8
14,Alabama,Clay County,13932.0,13.9
15,Alabama,Cleburne County,14972.0,12.6
16,Alabama,Coffee County,49948.0,11.4
17,Alabama,Colbert County,54428.0,11.2
18,Alabama,Conecuh County,13228.0,18.4
19,Alabama,Coosa County,11539.0,14.4
20,Alabama,Covington County,37765.0,16.7
21,Alabama,Crenshaw County,13906.0,15.1
22,Alabama,Cullman County,80406.0,12.1
23,Alabama,Dale County,50251.0,13.3
24,Alabama,Dallas County,43820.0,25.5
25,Alabama,DeKalb County,71109.0,18.9
26,Alabama,Elmore County,79303.0,8.9
27,Alabama,Escambia County,38319.0,19.2
28,Alabama,Etowah County,104430.0,15.1
29,Alabama,Fayette County,17241.0,19.7
30,Alabama,Franklin County,31704.0,15.6
31,Alabama,Geneva County,26790.0,17.5
32,Alabama,Greene County,9045.0,23.0
33,Alabama,Hale County,15760.0,20.3
34,Alabama,Henry County,17302.0,14.1
35,Alabama,Houston County,101547.0,14.5
36,Alabama,Jackson County,53227.0,17.0
37,Alabama,Jefferson County,658466.0,14.8
38,Alabama,Lamar County,14564.0,13.4
39,Alabama,Lauderdale County,92709.0,11.7
40,Alabama,Lawrence County,34339.0,16.2
41,Alabama,Lee County,140247.0,16.9
42,Alabama,Limestone County,82782.0,9.1
43,Alabama,Lowndes County,11299.0,19.3
44,Alabama,Macon County,21452.0,23.7
45,Alabama,Madison County,334811.0,10.5
46,Alabama,Marengo County,21027.0,19.1
47,Alabama,Marion County,30776.0,16.7
48,Alabama,Marshall County,93019.0,15.8
49,Alabama,Mobile County,412992.0,18.8
50,Alabama,Monroe County,23068.0,16.8
51,Alabama,Montgomery County,229363.0,17.8
52,Alabama,Morgan County,119490.0,10.7
53,Alabama,Perry County,10591.0,26.9
54,Alabama,Pickens County,19746.0,17.7
55,Alabama,Pike County,32899.0,19.2
56,Alabama,Randolph County,22913.0,15.8
57,Alabama,Russell County,52947.0,18.1
58,Alabama,St. Clair County,83593.0,9.8
59,Alabama,Shelby County,195085.0,6.9
60,Alabama,Sumter County,13763.0,27.4
61,Alabama,Talladega County,82291.0,16.3
62,Alabama,Tallapoosa County,41616.0,16.8
63,Alabama,Tuscaloosa County,194656.0,14.5
64,Alabama,Walker County,67023.0,14.7
65,Alabama,Washington County,17581.0,13.6
66,Alabama,Wilcox County,11670.0,25.9
67,Alabama,Winston County,24484.0,14.6
69,Alaska,Aleutians East Borough,3141.0,11.1
70,Alaska,Aleutians West Census Area,5561.0,7.7
71,Alaska,Anchorage Municipality,291826.0,8.4
72,Alaska,Bethel Census Area,17013.0,28.9
73,Alaska,Bristol Bay Borough,997.0,8.4
74,Alaska,Denali Borough,1826.0,5.2
75,Alaska,Dillingham Census Area,4847.0,17.7
76,Alaska,Fairbanks North Star Borough,97581.0,6.9
77,Alaska,Haines Borough,2508.0,7.9
78,Alaska,Hoonah-Angoon Census Area,2150.0,13.0
79,Alaska,Juneau City and Borough,31275.0,5.6
80,Alaska,Kenai Peninsula Borough,55400.0,10.6
81,Alaska,Ketchikan Gateway Borough,13477.0,7.1
82,Alaska,Kodiak Island Borough,13592.0,6.5
83,Alaska,Kusilvak Census Area,7459.0,29.5
84,Alaska,Lake and Peninsula Borough,1631.0,13.8
85,Alaska,Matanuska-Susitna Borough,88995.0,8.9
86,Alaska,Nome Census Area,9492.0,18.3
87,Alaska,North Slope Borough,9430.0,8.2
88,Alaska,Northwest Arctic Borough,7523.0,16.2
89,Alaska,Petersburg Borough,3815.0,5.4
90,Alaska,Prince of Wales-Hyder Census Area,5559.0,13.1
91,Alaska,Sitka City and Borough,8881.0,5.8
92,Alaska,Skagway Municipality,968.0,3.3
93,Alaska,Southeast Fairbanks Census Area,7029.0,10.4
94,Alaska,Valdez-Cordova Census Area,9636.0,7.4
95,Alaska,Wrangell City and Borough,2369.0,8.7
96,Alaska,Yakutat City and Borough,662.0,9.9
97,Alaska,Yukon-Koyukuk Census Area,5588.0,19.4
99,Arizona,Apache County,71518.0,34.6
100,Arizona,Cochise County,131346.0,12.4
101,Arizona,Coconino County,134421.0,13.8
102,Arizona,Gila County,53597.0,17.2
103,Arizona,Graham County,37220.0,15.9
104,Arizona,Greenlee County,8437.0,8.3
105,Arizona,La Paz County,20489.0,19.1
106,Arizona,Maricopa County,3817117.0,11.9
107,Arizona,Mohave County,200186.0,14.4
108,Arizona,Navajo County,107449.0,25.8
109,Arizona,Pima County,980263.0,15.3
110,Arizona,Pinal County,375770.0,11.1
111,Arizona,Santa Cruz County,47420.0,21.0
112,Arizona,Yavapai County,211033.0,11.4
113,Arizona,Yuma County,195751.0,16.9
115,Arkansas,Arkansas County,19019.0,14.1
116,Arkansas,Ashley County,21853.0,15.6
117,Arkansas,Baxter County,41513.0,12.5
118,Arkansas,Benton County,221339.0,7.3
119,Arkansas,Boone County,36903.0,11.8
120,Arkansas,Bradley County,11508.0,16.5
121,Arkansas,Calhoun County,5368.0,11.8
122,Arkansas,Carroll County,27446.0,12.8
123,Arkansas,Chicot County,11800.0,24.9
124,Arkansas,Clark County,22995.0,15.4
125,Arkansas,Clay County,16083.0,16.9
126,Arkansas,Cleburne County,25970.0,11.3
127,Arkansas,Cleveland County,8689.0,12.0
128,Arkansas,Columbia County,24552.0,17.7
129,Arkansas,Conway County,21273.0,14.3
130,Arkansas,Craighead County,96443.0,15.6
131,Arkansas,Crawford County,61948.0,13.3
132,Arkansas,Crittenden County,50902.0,14.9
133,Arkansas,Cross County,17870.0,13.8
134,Arkansas,Dallas County,8116.0,16.3
135,Arkansas,Desha County,13008.0,18.7
136,Arkansas,Drew County,18509.0,15.4
137,Arkansas,Faulkner County,113237.0,13.4
138,Arkansas,Franklin County,18125.0,14.8
139,Arkansas,Fulton County,12245.0,16.2
140,Arkansas,Garland County,96024.0,17.9
141,Arkansas,Grant County,17853.0,10.6
142,Arkansas,Greene County,42090.0,13.8
143,Arkansas,Hempstead County,22609.0,16.1
144,Arkansas,Hot Spring County,32923.0,15.2
145,Arkansas,Howard County,13789.0,13.5
146,Arkansas,Independence County,36647.0,11.7
147,Arkansas,Izard County,13696.0,14.1
148,Arkansas,Jackson County,17997.0,20.9
149,Arkansas,Jefferson County,77435.0,18.2
150,Arkansas,Johnson County,25540.0,19.0
